CellID,DNA_6,ELANE,CD57,CD45,DNA_7,CD11B,SMA,CD16,DNA_8,ECAD,FOXP3,NCAM,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
11,15330.475,1366.325,183.4,364.125,9179.7,1022.225,551.575,400.85,10766.975,1057.3,331.825,926.225,954.4,675.55,40,8.235433209048754,6.259204411049134,0.6498839979722904,0.9090909090909091,0.7142857142857143,-1.0792058168462901
12,10522.038626609443,1447.3948497854078,163.6695278969957,351.85407725321886,6683.399141630901,901.5021459227468,439.0042918454936,389.4206008583691,7393.618025751073,2915.9484978540772,290.50214592274676,913.5965665236051,1214.862660944206,682.1330472103004,233,19.233759629549414,15.47921925210959,0.5935538788538782,0.9510204081632653,0.7664473684210527,-0.14630973540691514
13,19054.861538461537,1391.0,228.47692307692307,402.03076923076924,12141.261538461538,949.6307692307693,2758.0153846153844,532.4923076923077,13424.969230769231,1143.6615384615384,350.2769230769231,904.3384615384615,1082.7846153846153,679.4769230769231,65,11.028573838327366,7.541971116580231,0.7296157516377629,0.9285714285714286,0.7386363636363636,0.21437381564648142
14,25052.833333333332,1466.2083333333333,194.0,1446.3194444444443,15782.722222222223,1034.236111111111,772.375,489.44444444444446,18332.36111111111,2108.9861111111113,334.1666666666667,1159.9166666666667,1108.1944444444443,679.9305555555555,72,9.913350119267145,9.281944934037536,0.35118100977022776,0.9113924050632911,0.8,0.9402738896172013
15,8600.045045045044,1720.7387387387387,163.18018018018017,319.0990990990991,5644.342342342342,946.1891891891892,384.1711711711712,378.0,6273.315315315315,1365.7387387387387,274.5045045045045,896.5495495495495,1125.6756756756756,683.4414414414415,111,17.390305542313527,9.124847977601636,0.8512817260756589,0.8409090909090909,0.6306818181818182,-0.288032358414954
16,19243.64367816092,1361.0919540229886,209.2528735632184,1276.1724137931035,12113.459770114943,1052.8505747126437,3585.4827586206898,388.18390804597703,13459.149425287356,1067.448275862069,327.04597701149424,892.9885057471264,994.2068965517242,682.2528735632184,87,13.19397618273356,8.85279009557144,0.7414825836184744,0.8613861386138614,0.6041666666666666,0.7002857385609258
17,15316.472727272727,1165.3818181818183,187.8909090909091,1066.581818181818,10098.09090909091,775.3454545454546,965.5818181818182,373.07272727272726,11217.127272727274,970.8545454545455,650.8181818181819,885.7818181818182,1291.6363636363637,681.2363636363636,55,9.436773099981362,7.637913765067569,0.587288454506403,0.9821428571428571,0.6111111111111112,0.7607629449810315
18,17216.833333333332,1370.3,190.06666666666666,1094.8,11115.016666666666,949.5333333333333,678.9833333333333,637.05,12518.05,3507.3166666666666,333.1333333333333,869.7333333333333,1240.4333333333334,681.6833333333333,60,10.44151630625893,7.427371563160147,0.7028574340267842,0.9230769230769231,0.7407407407407407,0.575686930592329
19,15476.058252427185,1386.009708737864,173.01941747572815,545.6990291262136,9662.436893203883,1087.5242718446602,1320.4174757281553,411.8543689320388,10579.699029126214,1128.7572815533981,342.20388349514565,918.8155339805825,1265.3203883495146,684.495145631068,103,14.566215823034831,9.624406599270365,0.7506193724903587,0.8512396694214877,0.6094674556213018,-0.8287749830086643
20,17780.354166666668,1318.3541666666667,176.0625,938.1458333333334,11046.822916666666,977.0625,1162.375,525.90625,12549.416666666666,1071.5416666666667,317.2291666666667,889.125,1275.3125,685.40625,96,15.521403601479102,8.56638227258109,0.8339052001574639,0.8495575221238938,0.64,0.0656614994381711
21,10924.791666666666,1239.8,151.225,439.44166666666666,6808.9,912.7416666666667,319.78333333333336,473.73333333333335,7366.9,1324.7333333333333,263.05833333333334,908.7,818.45,686.325,120,14.586755963325848,10.609581383496929,0.6862736393403266,0.9230769230769231,0.7100591715976331,0.8276096505760698
22,7115.231343283582,2015.4925373134329,217.3955223880597,288.6865671641791,4451.059701492537,1021.223880597015,392.9850746268657,362.2238805970149,5014.380597014925,1799.4925373134329,293.26119402985074,892.7014925373135,1169.8208955223881,689.6940298507462,134,19.888463651457478,8.900224415680759,0.8942804861431558,0.9054054054054054,0.5425101214574899,-0.5032858369267933
23,29191.302631578947,1480.3157894736842,208.51315789473685,1338.2105263157894,19408.13157894737,1026.3026315789473,2063.7236842105262,398.25,21803.144736842107,1190.2236842105262,374.2236842105263,903.0263157894736,987.5394736842105,687.9342105263158,76,10.792830367277318,9.225228472184718,0.5190312650891414,0.9156626506024096,0.6333333333333333,0.06524326417427397
24,10833.373134328358,1383.0597014925372,187.59701492537314,358.5074626865672,6282.567164179104,889.955223880597,2967.2388059701493,433.82089552238807,7027.582089552238,1236.9402985074628,359.4776119402985,911.5223880597015,1251.0,687.3582089552239,67,12.668269762739728,6.7954647110599256,0.843953609848913,0.9436619718309859,0.7976190476190477,-0.27232205962570805
25,22753.621951219513,1358.9878048780488,165.41463414634146,1218.3292682926829,13989.939024390244,715.6951219512196,595.9024390243902,363.3658536585366,15571.414634146342,1005.329268292683,340.8658536585366,885.5365853658536,1319.4878048780488,687.780487804878,82,11.805418458913186,9.012469110714429,0.6459047424887975,0.8913043478260869,0.7454545454545455,0.1667768461575452
26,14940.823529411764,1154.5294117647059,153.23529411764707,626.0882352941177,9326.911764705883,775.1911764705883,1725.7794117647059,364.02941176470586,10677.04411764706,1113.4705882352941,275.95588235294116,897.7647058823529,1335.3970588235295,687.5735294117648,68,10.95537905272168,8.070649239915436,0.6762374712229626,0.9066666666666666,0.6181818181818182,1.059705739304378
27,7589.789473684211,1669.2456140350878,157.26315789473685,292.9824561403509,4425.368421052632,1004.3157894736842,375.2105263157895,365.9824561403509,4849.1578947368425,2701.8947368421054,273.94736842105266,910.3333333333334,906.8947368421053,688.2631578947369,57,9.03931177383085,8.127616850890153,0.43765883808312156,0.9344262295081968,0.7037037037037037,-0.025497723177111388
28,13575.173913043478,1614.2898550724638,214.68115942028984,1212.5652173913043,8392.652173913044,1194.4492753623188,602.6376811594203,493.7536231884058,9561.507246376812,3864.536231884058,287.9710144927536,899.3188405797101,932.6376811594203,688.463768115942,69,10.145712906928805,8.710375581769114,0.5127671847994109,0.9324324324324325,0.7666666666666667,-1.2448487816170704
29,12297.007142857143,1561.8285714285714,220.36428571428573,1162.4571428571428,8050.114285714286,1252.3285714285714,2036.7857142857142,666.3285714285714,9089.478571428572,1291.192857142857,494.45,964.1785714285714,1285.6785714285713,690.3285714285714,140,14.311289936827436,12.727057819945074,0.457320533158563,0.9210526315789473,0.7142857142857143,0.6331803818059092
30,11539.124031007752,1522.0658914728683,143.64728682170542,394.1279069767442,7312.0,947.4883720930233,385.0581395348837,394.031007751938,8021.205426356589,2313.3023255813955,273.43798449612405,905.1434108527131,919.0542635658915,694.6550387596899,258,18.57620257748705,17.723456207847175,0.2995051347971281,0.9485294117647058,0.7543859649122807,-0.9838414419665834
31,14974.69642857143,1300.3035714285713,182.73214285714286,746.5089285714286,9441.892857142857,1194.830357142857,857.0178571428571,442.41964285714283,10615.517857142857,1094.5714285714287,324.2142857142857,929.4553571428571,958.3571428571429,692.2946428571429,112,13.43388226920833,10.96557419295185,0.5776811813051923,0.9105691056910569,0.7272727272727273,-0.004235840630129156
32,35197.14893617021,1427.1489361702127,201.5744680851064,1209.0,22773.17021276596,971.8510638297872,1700.4893617021276,606.7446808510638,25689.872340425532,1190.3829787234042,353.468085106383,882.2978723404256,1077.063829787234,689.1276595744681,47,9.26625756323258,6.647819955156111,0.6966385156688918,0.9038461538461539,0.746031746031746,1.289764723365565
33,17232.770833333332,1505.40625,174.10416666666666,502.2604166666667,10668.875,1217.8229166666667,417.3645833333333,910.2708333333334,11591.479166666666,1422.7083333333333,319.6875,931.5208333333334,859.2708333333334,692.3229166666666,96,13.229670654863785,9.289804472733199,0.7119849847876383,0.9411764705882353,0.6666666666666666,0.6658892385698981
34,24339.661971830985,1430.9295774647887,196.59154929577466,1385.0845070422536,16040.408450704226,1134.6760563380283,765.169014084507,681.112676056338,18361.11267605634,1752.7887323943662,348.6901408450704,942.0422535211268,1102.8309859154929,690.9577464788732,71,11.14105773106558,8.25028914875971,0.6720231376007261,0.8987341772151899,0.6454545454545455,0.8724685828840637
35,8366.055555555555,1232.7777777777778,130.24074074074073,800.5370370370371,5589.833333333333,959.3518518518518,518.1481481481482,370.3703703703704,6034.314814814815,1514.648148148148,251.64814814814815,901.6481481481482,1380.0555555555557,692.0,54,9.154893153862096,8.640432115573734,0.33050339895274417,0.8181818181818182,0.54,1.5384092658319377
36,13199.822580645161,1726.241935483871,183.4758064516129,369.83870967741933,8269.33064516129,993.3548387096774,467.73387096774195,397.3306451612903,9470.572580645161,1886.7903225806451,310.26612903225805,935.5645161290323,1188.3709677419354,694.6129032258065,124,15.01672365203069,10.648122185433435,0.7051237695938251,0.9323308270676691,0.7380952380952381,0.3006838402283409
37,20589.916666666668,1580.8541666666667,182.96875,1447.4791666666667,12594.5,1300.2395833333333,748.75,740.4166666666666,14091.875,2822.1979166666665,318.03125,917.3854166666666,851.875,697.8229166666666,96,12.605544289140484,9.9757297342136,0.6113292562017137,0.9142857142857143,0.6666666666666666,0.6233164207638959
38,19614.666666666668,1538.8,190.33333333333334,526.4888888888889,11915.377777777778,1433.2,1692.5555555555557,469.97777777777776,13303.555555555555,1336.0,368.55555555555554,918.6888888888889,1041.3555555555556,696.0222222222222,45,9.016628174333237,6.549200050700214,0.6873282769294886,0.9183673469387755,0.6428571428571429,-0.12493417786041744
39,17022.224137931036,1401.1724137931035,171.36206896551724,1138.3275862068965,10423.120689655172,1087.4310344827586,2760.862068965517,585.5689655172414,11589.948275862069,1105.551724137931,312.3965517241379,904.0689655172414,1076.2586206896551,696.448275862069,58,10.669785226550715,7.139590810476461,0.7431354622955408,0.9508196721311475,0.6590909090909091,-1.1894656104883263
40,18189.072289156626,1376.0240963855422,163.14457831325302,1019.6867469879518,11290.939759036144,1291.5060240963855,1095.7951807228915,738.3975903614457,12733.867469879518,1165.289156626506,357.7951807228916,941.6506024096385,1279.0240963855422,699.0,83,11.072377493974422,10.221423766168153,0.3844489568725617,0.8924731182795699,0.5763888888888888,1.0407899449754898
41,24170.969696969696,1614.6666666666667,260.57575757575756,970.0,15854.0,1398.3939393939395,870.6060606060606,399.57575757575756,17937.666666666668,1400.969696969697,502.6969696969697,949.2727272727273,1011.4242424242424,696.5757575757576,33,6.683175152528592,6.227991553292184,0.3627381250550058,1.0,0.9166666666666666,-0.785398163397449
42,18255.683333333334,1448.3333333333333,189.7,488.68333333333334,11587.9,987.35,3213.95,497.05,13364.9,1133.6333333333334,342.98333333333335,885.1333333333333,1022.9,699.9166666666666,60,12.395992197240236,6.319409228837356,0.8602961813713438,0.8823529411764706,0.6593406593406593,-0.16599788416279013
